@relation train_file
@attribute num_noun numeric
@attribute num_verb numeric
@attribute sepecial_num numeric
@attribute 经审理查明-tfidf-0 numeric
@attribute 经审理查明-tfidf-1 numeric
@attribute 经审理查明-tfidf-2 numeric
@attribute 经审理查明-tfidf-3 numeric
@attribute null-tfidf-0 numeric
@attribute null-tfidf-1 numeric
@attribute null-tfidf-2 numeric
@attribute null-tfidf-3 numeric
@attribute 经审理查明-wp-0 numeric
@attribute 经审理查明-wp-1 numeric
@attribute 经审理查明-wp-2 numeric
@attribute 经审理查明-wp-3 numeric
@attribute 经审理查明-avg numeric
@attribute null-wp-0 numeric
@attribute null-wp-1 numeric
@attribute null-wp-2 numeric
@attribute null-wp-3 numeric
@attribute null-avg numeric
@attribute label_poss_经审理查明 numeric
@attribute label_poss_null numeric
@attribute class {'经审理查明','null'}
@data 
2, 4, 0, 0.5081252328153024, 0.5081252328153024, 0.16345864516235561, 0.10112971733529577, 0.7462730768824647, 0.7462730768824647, 0.20055084970032971, 0.12271570196469203, 0.42328042328042326, 0.2775431861804223, 0.26526592252133946, 0.1681372549019608, 0.17697693449647886, 0.9241622574955908, 0.910871694417238, 0.9024707412223667, 0.8737113402061856, 0.8230230655035212, 0.186112122315253, 0.813887877684747, '经审理查明'
16, 3, 0, 0.2606670061111807, 0.2606670061111807, 0.16345864516235561, 0.16345864516235561, 0.20055084970032971, 0.20055084970032971, 0.11098445080503683, 0.11098445080503683, 1.0, 0.562929061784897, 0.5196078431372549, 0.5, 0.2698074238739636, 0.9926739926739927, 0.9926739926739927, 0.9809853068280034, 0.9472459270752521, 0.7301925761260365, 0.186112122315253, 0.813887877684747, '经审理查明'
5, 0, 0, 0.054486215054118534, 0.021051492180000343, 0.010112971733529576, 0.0059852281688236265, 0.02876833790604244, 0.024971501431133285, 0.017621215434834796, 0.015138668508932656, 0.4217252396166134, 0.4112903225806452, 0.2955209347614411, 0.08718861209964412, 0.21611013221499345, 0.9658385093167702, 0.9532258064516129, 0.9128113879003559, 0.7044790652385589, 0.7838898677850067, 0.186112122315253, 0.813887877684747, '经审理查明'
3, 3, 0, 0.5081252328153024, 0.16345864516235561, 0.09906584555294279, 0.09906584555294279, 0.7462730768824647, 0.20055084970032971, 0.04526997335468608, 0.03378210914855068, 0.9310344827586207, 0.9310344827586207, 0.516209476309227, 0.42328042328042326, 0.3662190490234713, 0.910871694417238, 0.9024707412223667, 0.8616309784746811, 0.8459302325581395, 0.6337809509765286, 0.186112122315253, 0.813887877684747, '经审理查明'
8, 1, 3, 0.5081252328153024, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.7462730768824647, 0.20055084970032971, 0.10786909779998316, 0.10786909779998316, 0.9310344827586207, 0.9310344827586207, 0.7931034482758621, 0.7053763440860215, 0.46184685652586077, 0.9472459270752521, 0.8807631160572337, 0.8807631160572337, 0.8616309784746811, 0.5381531434741393, 0.186112122315253, 0.813887877684747, '经审理查明'
76, 23, 0, 0.5081252328153024, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.7462730768824647, 0.20055084970032971, 0.20055084970032971, 0.15805548761576954, 0.9310344827586207, 0.9310344827586207, 0.8571428571428571, 0.7777777777777778, 0.3473667126017315, 0.9565217391304348, 0.954983922829582, 0.954983922829582, 0.9434782608695652, 0.6526332873982689, 0.186112122315253, 0.813887877684747, '经审理查明'
22, 8, 2, 0.5081252328153024, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.7462730768824647, 0.15805548761576954, 0.12271570196469203, 0.11098445080503683, 0.7560975609756098, 0.75, 0.7203389830508474, 0.7053763440860215, 0.3943663918996028, 0.8807631160572337, 0.8707428264950389, 0.8616309784746811, 0.8484848484848485, 0.6056336081003971, 0.186112122315253, 0.813887877684747, '经审理查明'
32, 9, 1, 0.5081252328153024, 0.33455361591941724, 0.3042147007188285, 0.2780035290829457, 0.7462730768824647, 0.23735095707252613, 0.23735095707252613, 0.20055084970032971, 1.0, 1.0, 0.7203389830508474, 0.7111111111111111, 0.3700708299560449, 0.9128113879003559, 0.8807631160572337, 0.8707428264950389, 0.8616309784746811, 0.6299291700439551, 0.186112122315253, 0.813887877684747, '经审理查明'
50, 6, 1, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 1.0, 1.0, 1.0, 1.0, 0.425332203518614, 0.9868421052631579, 0.9337748344370861, 0.9143518518518519, 0.900709219858156, 0.5746677964813861, 0.186112122315253, 0.813887877684747, '经审理查明'
40, 15, 3, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.3042147007188285, 0.20055084970032971, 0.15805548761576954, 0.15367452245241284, 0.11098445080503683, 1.0, 1.0, 1.0, 1.0, 0.4800778668864553, 0.9775280898876404, 0.9337748344370861, 0.9337748344370861, 0.921146953405018, 0.5199221331135445, 0.186112122315253, 0.813887877684747, '经审理查明'
13, 3, 0, 0.5081252328153024, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.7462730768824647, 0.15805548761576954, 0.11098445080503683, 0.08231346768040232, 0.7053763440860215, 0.6666666666666666, 0.5882352941176471, 0.508695652173913, 0.3103940256585501, 0.9337748344370861, 0.9324324324324325, 0.9120234604105572, 0.8753623188405797, 0.6896059743414495, 0.186112122315253, 0.813887877684747, '经审理查明'
26, 7, 0, 0.5081252328153024, 0.33455361591941724, 0.2606670061111807, 0.12032372491117843, 0.7462730768824647, 0.15805548761576954, 0.15805548761576954, 0.15805548761576954, 0.6, 0.5166666666666667, 0.5163934426229508, 0.5, 0.2311573134357583, 0.9615384615384616, 0.9337748344370861, 0.9337748344370861, 0.9337748344370861, 0.7688426865642415, 0.186112122315253, 0.813887877684747, '经审理查明'
14, 1, 0, 0.5081252328153024, 0.09947861990941338, 0.054486215054118534, 0.050152084311177285, 0.7462730768824647, 0.15805548761576954, 0.050575808941418096, 0.02876833790604244, 1.0, 0.6153846153846154, 0.44696969696969696, 0.4217252396166134, 0.2990029041797503, 0.9765807962529274, 0.9532258064516129, 0.9337748344370861, 0.9128113879003559, 0.7009970958202496, 0.186112122315253, 0.813887877684747, '经审理查明'
32, 15, 3, 0.33455361591941724, 0.33455361591941724, 0.33455361591941724, 0.3042147007188285, 0.20055084970032971, 0.15805548761576954, 0.15367452245241284, 0.11098445080503683, 1.0, 1.0, 1.0, 1.0, 0.4961064314905436, 0.9775280898876404, 0.9337748344370861, 0.9337748344370861, 0.921146953405018, 0.5038935685094561, 0.186112122315253, 0.813887877684747, '经审理查明'
26, 13, 0, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 1.0, 1.0, 1.0, 0.5853658536585366, 0.22403479357407807, 0.9913793103448276, 0.9823584029712163, 0.9787234042553191, 0.9782608695652174, 0.7759652064259217, 0.186112122315253, 0.813887877684747, '经审理查明'
12, 2, 0, 0.5081252328153024, 0.06232892782705984, 0.03446665876529468, 0.02786226906176516, 0.7462730768824647, 0.040986362972737285, 0.02969320832941775, 0.014165120694853385, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.4063124454309084, 0.9444444444444444, 0.8616309784746811, 0.8558823529411764, 0.8344895936570862, 0.5936875545690917, 0.186112122315253, 0.813887877684747, '经审理查明'
17, 5, 2, 0.5081252328153024, 0.33455361591941724, 0.3042147007188285, 0.2780035290829457, 0.7462730768824647, 0.23735095707252613, 0.15367452245241284, 0.12271570196469203, 1.0, 1.0, 1.0, 1.0, 0.36795483988777594, 0.9024707412223667, 0.9, 0.8888888888888888, 0.8616309784746811, 0.6320451601122242, 0.186112122315253, 0.813887877684747, '经审理查明'
5, 1, 0, 0.2606670061111807, 0.18038239377765, 0.18038239377765, 0.01382794094176493, 0.23735095707252613, 0.23735095707252613, 0.0808531459592834, 0.021077310174816205, 0.6442307692307693, 0.4319425444596443, 0.38461538461538464, 0.25, 0.22894875387122013, 0.9532163742690059, 0.9166666666666666, 0.9166666666666666, 0.9096638655462185, 0.7710512461287798, 0.186112122315253, 0.813887877684747, '经审理查明'
13, 4, 2, 0.33455361591941724, 0.33455361591941724, 0.3042147007188285, 0.3042147007188285, 0.12271570196469203, 0.11098445080503683, 0.11098445080503683, 0.11098445080503683, 1.0, 1.0, 0.7636363636363637, 0.7428571428571429, 0.38193692191741213, 0.9285714285714286, 0.9128113879003559, 0.8904109589041096, 0.8807631160572337, 0.6180630780825876, 0.186112122315253, 0.813887877684747, '经审理查明'
23, 15, 0, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.8076923076923077, 0.5, 0.5, 0.5, 0.1976299378734355, 0.9906015037593985, 0.9805194805194806, 0.9787234042553191, 0.9787234042553191, 0.8023700621265648, 0.186112122315253, 0.813887877684747, '经审理查明'
20, 10, 2, 0.5081252328153024, 0.5081252328153024, 0.33455361591941724, 0.3042147007188285, 0.7462730768824647, 0.7462730768824647, 0.23735095707252613, 0.23735095707252613, 1.0, 0.63, 0.5801033591731266, 0.5697719366061075, 0.2683469432320945, 0.9821428571428571, 0.9541284403669725, 0.9532258064516129, 0.9446494464944649, 0.7316530567679054, 0.186112122315253, 0.813887877684747, '经审理查明'
3, 7, 0, 0.5081252328153024, 0.053041504806471455, 0.02517923574470629, 0.02022594346705915, 0.7462730768824647, 0.05714725668645317, 0.038649848218947035, 0.03300327089728727, 1.0, 0.6666666666666666, 0.26785714285714285, 0.25684210526315787, 0.228913520477738, 0.9896907216494846, 0.9788359788359788, 0.9787234042553191, 0.9324861000794281, 0.7710864795222621, 0.186112122315253, 0.813887877684747, '经审理查明'
31, 6, 0, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.75, 0.6666666666666666, 0.6666666666666666, 0.6666666666666666, 0.2974256803467019, 0.9473684210526315, 0.9375, 0.9285714285714286, 0.9285714285714286, 0.7025743196532983, 0.186112122315253, 0.813887877684747, '经审理查明'
14, 2, 0, 0.5081252328153024, 0.5081252328153024, 0.5081252328153024, 0.18038239377765, 0.7462730768824647, 0.7462730768824647, 0.7462730768824647, 0.23735095707252613, 1.0, 0.8333333333333334, 0.75, 0.6923076923076923, 0.317508845962861, 0.9532163742690059, 0.9096638655462185, 0.9024707412223667, 0.8940397350993378, 0.682491154037139, 0.186112122315253, 0.813887877684747, '经审理查明'
9, 3, 0, 0.5081252328153024, 0.18038239377765, 0.11784707877235485, 0.11784707877235485, 0.7462730768824647, 0.23735095707252613, 0.08654840067164714, 0.07228592519538583, 1.0, 1.0, 0.7, 0.4797297297297297, 0.3310799155542818, 0.9024707412223667, 0.900709219858156, 0.8716981132075472, 0.8616309784746811, 0.6689200844457183, 0.186112122315253, 0.813887877684747, '经审理查明'
7, 3, 0, 0.06232892782705984, 0.06088421757941276, 0.03446665876529468, 0.03446665876529468, 0.05714725668645317, 0.040986362972737285, 0.040986362972737285, 0.02969320832941775, 0.8333333333333334, 0.75, 0.6666666666666666, 0.5714285714285714, 0.40151678573505467, 0.8695652173913043, 0.8344895936570862, 0.8344895936570862, 0.7991831177671885, 0.5984832142649453, 0.186112122315253, 0.813887877684747, '经审理查明'
12, 4, 0, 0.5081252328153024, 0.5081252328153024, 0.08544429178941315, 0.08338042000706018, 0.7462730768824647, 0.7462730768824647, 0.05714725668645317, 0.05447000019773518, 1.0, 1.0, 1.0, 1.0, 0.4811675827907859, 0.9325301204819277, 0.9230769230769231, 0.8616309784746811, 0.8616309784746811, 0.518832417209214, 0.186112122315253, 0.813887877684747, '经审理查明'
5, 2, 0, 0.5081252328153024, 0.052009568915294964, 0.0404518869341183, 0.03426027158705938, 0.7462730768824647, 0.08654840067164714, 0.05627106365378183, 0.050575808941418096, 0.6666666666666666, 0.44554455445544555, 0.4218181818181818, 0.3333333333333333, 0.2797398036569206, 0.9042553191489362, 0.900709219858156, 0.862240663900415, 0.8616309784746811, 0.7202601963430796, 0.186112122315253, 0.813887877684747, '经审理查明'
5, 5, 0, 0.5081252328153024, 0.04478601767705955, 0.008874648664117791, 0.006604389703529519, 0.7462730768824647, 0.12003844547597405, 0.04322552294511961, 0.02876833790604244, 0.5, 0.4090909090909091, 0.2775431861804223, 0.2144049606487002, 0.1412474120722887, 0.9920844327176781, 0.9865951742627346, 0.9801324503311258, 0.9666666666666667, 0.8587525879277114, 0.186112122315253, 0.813887877684747, '经审理查明'
